epoch,train_loss,val_loss,val_cer,val_wer
1,4.144572094853582,2.597424840927124,0.8373932840068298,0.8879396984924623
2,2.3303744654203284,1.9833016471862792,0.7605577689243028,0.7778894472361809
3,1.8258572848963326,1.5826572103500367,0.6303357996585088,0.7163316582914573
4,1.4921183099905992,1.3352089877128601,0.5133750711439955,0.6796482412060302
5,1.2378230470650156,1.1379544668197632,0.4122367672168469,0.6417085427135678
